DAY,O3,CO,NO,NO2,SO2,T_mean,T_max,T_min,RH_mean,RH_max,RH_min,Prs_mean,Prs_max,Prs_min,Ac_R,WS_mean,DWD,WG
7-Nov-21,20,0.46,50,33,11,19.3,25.1,14.6,70.6,87,53,1018.6,1020.4,1017.2,0,1.8,NE,19.3
8-Nov-21,26,0.43,49,32,8,17.6,20.9,13.9,80,89,69,1016.8,1018.1,1015.4,0,1.4,SW,14.5
9-Nov-21,19,0.31,34,33,7,17.9,20.2,14.8,77,89,68,1022.1,1027.3,1018.1,0,4.2,NE,46.7
10-Nov-21,45,0.12,18,19,5,14.2,17.1,11.8,62.1,74,53,1029.2,1031.8,1027.2,0,14.8,NE,62.8
11-Nov-21,37,0.37,24,33,6,13.3,17.1,11.4,59.7,69,50,1023.6,1027.6,1021,0,3.1,NE,35.4
12-Nov-21,26,0.6,36,43,7,13.9,18.9,8.8,66.1,80,50,1020.2,1021.1,1018.7,0,1.5,NNE,12.9
13-Nov-21,23,0.63,64,47,11,14,18.4,10,67.9,78,49,1020.8,1022.3,1019.7,0,1.5,NNE,14.5
14-Nov-21,25,0.54,29,41,6,15.7,17.5,14.1,74.6,78,69,1019.9,1020.8,1019,0,1.3,NNE,11.3
15-Nov-21,44,0.31,19,31,6,15.8,17.9,14.8,72.2,78,65,1020,1021.1,1018.8,0,9.3,NE,43.5
16-Nov-21,55,0.26,18,24,6,15,16.9,13.2,69.9,79,63,1020.4,1021.6,1019.2,1.6,11.7,NE,43.5
17-Nov-21,46,0.28,15,23,5,13.7,15.2,13.1,72.6,78,67,1021.2,1023.1,1019.3,0,6.2,NE,29
18-Nov-21,29,0.52,25,38,7,15.1,17.9,13.6,69.3,77,60,1023.1,1024.4,1022.1,0,1.2,NNE,14.5
19-Nov-21,27,0.35,24,32,6,13.4,14.7,12.6,75.8,83,64,1021.6,1023.1,1020.3,0.4,4.4,NE,22.5
20-Nov-21,27,0.28,28,37,7,13.7,16.1,11.7,62.9,72,56,1018.4,1020.4,1016.9,0,3.3,NE,25.7
21-Nov-21,22,0.72,56,42,8,14.5,19.5,10.3,69.9,85,52,1016.7,1018.1,1015.1,0,1,NNE,16.1
22-Nov-21,32,0.96,88,36,8,15.9,19.4,10.8,81,89,70,1016.7,1017.5,1015.9,11.6,4.3,SSW,27.4
23-Nov-21,35,0.51,43,31,6,17.1,20.1,14.4,84.7,93,70,1016.1,1017.3,1015.1,20.6,2.1,SW,30.6
24-Nov-21,26,0.18,27,27,6,13.6,14.8,11.5,80.8,93,72,1019.2,1021.1,1016.2,2,8.4,NE,45.1
25-Nov-21,34,0.35,21,28,6,12,14.6,9.8,68.8,78,59,1019.5,1021.3,1017.3,0,5.4,NE,27.4
26-Nov-21,14,1.52,105,39,9,12.6,18.4,8.8,87,94,76,1010.7,1017.5,1003.5,24.2,1.8,NE,49.9
27-Nov-21,36,0.52,45,32,7,16.3,19.9,11.3,81.6,94,62,1008.2,1011,1003.2,3.8,4.8,SSW,37
28-Nov-21,51,0.18,27,25,6,17.1,19.7,11.4,77.1,88,61,1008.2,1011.3,1002.5,0,5.7,S,33.8
29-Nov-21,64,0.1,8,17,6,18.4,21.3,15.2,62.6,81,50,1004.1,1008.5,1000.2,0,7.4,SW,49.9
30-Nov-21,61,0.11,11,19,7,12.9,16.5,7.7,59.6,68,54,1010.4,1017.1,1003.9,0,6.9,W,43.5
1-Dec-21,34,0.33,27,35,10,11.6,16.2,5.5,57.8,72,42,1017.2,1018.8,1016.2,0,2.5,W,27.4
2-Dec-21,30,0.94,77,42,9,13,17.6,8.3,69.7,84,53,1014.7,1016.2,1013.3,0,1.3,SSW,17.7
3-Dec-21,43,0.59,41,31,8,15.9,18.8,11.1,78,89,70,1011.6,1014.2,1008.3,1.4,8.6,SSW,45.1
4-Dec-21,30,0.25,30,36,8,13.4,16.2,11.4,84.4,92,77,1009.2,1010.5,1007.8,5.4,2,NE,20.9
5-Dec-21,21,0.55,52,35,9,13,17.6,8.5,80.1,91,63,1011.5,1012.7,1010.3,0,1.3,SSW,19.3
6-Dec-21,50,0.58,59,25,8,14.6,18.6,9.9,78,91,57,1007.6,1011.1,1003.1,5.2,8.7,SSW,59.5
7-Dec-21,55,0.19,15,28,8,13.3,15.4,11.2,73.7,87,61,999.8,1003.2,997.6,2.4,4,W,30.6
8-Dec-21,29,0.25,31,30,12,12.1,15.6,9.6,64.5,87,44,1010.2,1015.7,1002.4,0,2.7,W,29
9-Dec-21,50,0.71,55,28,9,14.9,18.7,8.1,73.4,85,62,1014.1,1016.4,1011.5,0,7.8,SSW,46.7
10-Dec-21,67,0.12,11,24,8,14.8,17.2,12.5,62.6,76,46,1011.7,1014,1009.8,0.4,7.3,WSW,46.7
11-Dec-21,80,0.26,10,15,8,15.5,16.7,11.8,73.6,82,61,1008.3,1012.8,1005.2,2,13.3,S,59.5
12-Dec-21,48,0.2,20,31,8,14.6,17.9,10.4,66.2,83,52,1011.4,1013.7,1007.9,0,2.5,SW,22.5
13-Dec-21,22,0.32,36,39,10,11,15.3,6.6,71.6,87,51,1014.5,1016,1012.9,6.4,2.7,W,22.5
14-Dec-21,25,0.18,22,26,9,8.2,10.1,6.8,76.7,87,66,1014.9,1015.8,1014,5.8,3.6,W,37
15-Dec-21,27,0.35,25,30,9,9.3,10.6,8.2,73.9,82,68,1020.3,1023.7,1015.5,0,6.7,NE,41.8
16-Dec-21,19,0.46,52,46,10,8.8,12.4,5.8,68.7,80,55,1023.6,1024.6,1022.9,0,1.7,NE,20.9
17-Dec-21,16,0.5,58,52,11,9,12.3,4.8,63.5,83,50,1020.3,1023.4,1015.3,0,1.5,NE,24.1
18-Dec-21,38,0.26,24,28,8,7.1,9.7,5.6,67.5,81,54,1015.3,1017.2,1013.5,1,12.1,NNE,53.1
19-Dec-21,39,0.15,24,35,8,5.8,8.7,2.2,65.1,79,52,1016.1,1017.7,1014.2,0.2,4.9,NE,43.5
20-Dec-21,11,1.08,122,62,12,8.1,14.7,1.2,64.4,83,43,1014.3,1017.1,1012.4,0,1.3,NE,16.1
21-Dec-21,23,0.35,34,47,10,8.7,10.8,7.6,63.3,81,54,1021.5,1024.9,1017,1.2,4.2,ENE,22.5
22-Dec-21,25,0.45,30,47,10,8.9,11.2,7.8,61.9,70,56,1024.7,1025.7,1023.3,0.2,3.3,NNE,20.9
23-Dec-21,25,0.55,45,50,10,8,11.1,5.1,61.5,79,45,1025.2,1026.8,1024.1,0,2.1,ENE,25.7
24-Dec-21,18,1.05,107,54,12,9.6,14.1,3.9,72.1,86,54,1021.1,1024.1,1019.2,0,1.4,SW,20.9
25-Dec-21,26,0.61,56,48,11,12,16.1,7.4,73.7,87,55,1019,1020.6,1018,0,1.1,SW,14.5
26-Dec-21,28,0.8,92,39,10,13.4,18.4,7.7,79,90,57,1018.2,1019.7,1016.9,0,2.1,SSW,20.9
27-Dec-21,40,0.17,22,33,9,15,16.9,12.6,80.5,91,71,1016.3,1017.8,1014.2,0,4.1,SSW,32.2
28-Dec-21,50,0.19,15,23,9,14.6,16.1,13.4,85.3,90,77,1010.1,1014.2,1007.3,3.4,6.4,S,33.8
29-Dec-21,16,0.48,61,40,10,13,15.9,9.8,85.8,94,73,1006.5,1008.1,1005.4,0.2,0.8,W,12.9
30-Dec-21,15,0.34,50,35,10,12,13.8,9.5,75.1,90,62,1008.8,1013.7,1005.4,0.8,5.4,NE,30.6
31-Dec-21,26,0.46,37,32,10,12.7,15.6,9.7,70,82,60,1019,1021.4,1013.9,0,6.7,NE,43.5
